sort,filename,caption_en,caption_zh,latitude,longitude,electoral_code,dc_winner,percentage_democracy
238,I__238.jpg,"Lei Tung II, Southern","利東二, 南区",22.241,114.155,D-05,🟡,62.84%
239,I__239.jpg,"Lung Mun, Tuen Mun","龍門, 屯门区",22.391,113.964,L-21,🟡,60.07%
240,I__240.jpg,"Tsuen Wan South, Tsuen Wan","荃灣南, 荃湾区",22.365,114.116,K-03,🟡,54.34%
241,I__241.jpg,"Sung Wong Toi, Kowloon City","宋皇臺, 九龙城区",22.322,114.192,G-02,🟡,67.59%
242,I__242.jpg,"Yau Ma Tei North, Yau Tsim Mong","油麻地北, 油尖旺区",22.314,114.171,E-16,🟡,67.43%
243,I__243.jpg,"Yan Lam, Eastern","欣藍, 東區",22.266,114.25,C-10,🟡,52.18%
244,I__244.jpg,"Lai To, Tsuen Wan","麗濤, 荃湾区",22.385,114.091,K-14,🟡,58.45%
245,I__245.jpg,"Kingswood North, Yuen Long","嘉湖北, 元朗区",22.459,114.006,M-27,🟡,49.93%
246,I__246.jpg,"King Hing, Tuen Mun","景興, 屯门区",22.402,113.969,L-09,🔵,47.90%
247,I__247.jpg,"Chuk Yuen North, Wong Tai Sin","竹園北, 黄大仙区",22.348,114.191,H-15,🟡,55.50%
248,I__248.jpg,"Ting On, Kwun Tong","定安, 观塘区",22.316,114.22,J-37,🟡,56.14%
249,I__249.jpg,"O Tong, Sai Kung","澳唐, 西贡区",22.308,114.257,Q-13,🟡,63.09%
250,I__250.jpg,"Sam Shing, Tuen Mun","三聖, 屯门区",22.387,114.041,L-13,🟡,56.32%
251,I__251.jpg,"Nam Fung, Eastern","南豐, 東區",22.282,114.214,C-25,🟡,65.48%
252,I__252.jpg,"Yau Lai, Kwun Tong","油麗, 观塘区",22.301,114.235,J-25,🟡,54.82%
253,I__253.jpg,"Fung Tsui, North","鳳翠, 北区",22.515,114.127,N-15,🟡,55.06%
254,I__254.jpg,"Ma Tau Kok, Kowloon City","馬頭角, 九龙城区",22.319,114.189,G-04,🟡,52.79%
255,I__255.jpg,"Tin Hau, Wan Chai","天后, 灣仔區",22.282,114.193,B-06,🟡,52.50%
256,I__256.jpg,"Fu Nam, Sai Kung","富藍, 西贡区",22.318,114.269,Q-24,🟡,56.81%
257,I__257.jpg,"On Ting, Tuen Mun","安定, 屯门区",22.386,113.977,L-03,🟡,55.93%
258,I__258.jpg,"Lung Sheung, Wong Tai Sin","龍上, 黄大仙区",22.339,114.192,H-03,🟡,55.47%
259,I__259.jpg,"Sun Tin Wai, Sha Tin","新田圍, 沙田区",22.357,114.187,R-12,🟡,60.61%
260,I__260.jpg,"Yiu On, Sha Tin","耀安, 沙田区",22.42,114.231,R-33,🟡,61.50%
261,I__261.jpg,"Un Chau, Sham Shui Po","元州, 深水埗区",22.338,114.156,F-19,🟡,53.61%
262,I__262.jpg,"Tin Ping West, North","天平西, 北区",22.506,114.13,N-14,🟡,60.45%
263,I__263.jpg,"Ping Tin, Kwun Tong","平田, 观塘区",22.307,114.236,J-20,🟡,52.81%
264,I__264.jpg,"Lam Tin, Kwun Tong","藍田, 观塘区",22.31,114.236,J-19,🔵,49.69%
265,I__265.jpg,"Tin Wan, Southern","田灣, 南区",22.25,114.148,D-13,🟡,61.70%
266,I__266.jpg,"Wai King, Sai Kung","維景, 西贡区",22.297,114.248,Q-09,🟡,50.86%
267,I__267.jpg,"Hing Fong, Kwai Tsing","興芳, 葵青区",22.356,114.13,S-15,🟡,58.47%
268,I__268.jpg,"Yuet Wu, Tuen Mun","悅湖, 屯门区",22.376,113.968,L-15,🟡,63.35%
269,I__269.jpg,"Ma Wan, Tsuen Wan","馬灣, 荃湾区",22.326,114.033,K-11,🟡,70.85%
270,I__270.jpg,"Wan Po North, Sai Kung","環保北, 西贡区",22.301,114.269,Q-28,⚪,55.71%
271,I__271.jpg,"Lung Shing, Kowloon City","龍城, 九龙城区",22.33,114.19,G-11,🔵,47.48%
272,I__272.jpg,"Prince, Kowloon City","太子, 九龙城区",22.327,114.181,G-09,🟡,54.67%
273,I__273.jpg,"Tung Tau, Wong Tai Sin","東頭, 黄大仙区",22.333,114.194,H-08,🟡,51.09%
274,I__274.jpg,"Lek Yuen, Sha Tin","瀝源, 沙田区",22.386,114.188,R-02,🟡,57.33%
275,I__275.jpg,"Kwai Luen, Kwai Tsing","葵聯, 葵青区",22.362,114.127,S-02,🟡,57.11%
276,I__276.jpg,"Fu Pak, Yau Tsim Mong","富柏, 油尖旺区",22.316,114.163,E-07,🟡,62.54%
277,I__277.jpg,"Belcher, Central & Western","寶翠, 中西區",22.283,114.131,A-09,🟡,52.66%
278,I__278.jpg,"Kingswood South, Yuen Long","嘉湖南, 元朗区",22.454,114.002,M-22,🟡,55.13%
279,I__279.jpg,"Happy Valley, Wan Chai","跑馬地, 灣仔區",22.271,114.183,B-10,🟡,54.49%
280,I__280.jpg,"Hoi Bun, Tsuen Wan","海濱, 荃湾区",22.362,114.113,K-04,🟡,56.75%
281,I__281.jpg,"Cheung Ching, Kwai Tsing","長青, 葵青区",22.347,114.11,S-25,🟡,57.57%
282,I__282.jpg,"Yuen Long Centre, Yuen Long","元朗中心, 元朗区",22.445,114.03,M-02,🟡,59.47%
283,I__283.jpg,"Fuk Loi, Tsuen Wan","福來, 荃湾区",22.373,114.114,K-09,🔵,47.30%
284,I__284.jpg,"Pat Heung South, Yuen Long","八鄉南, 元朗区",22.417,114.088,M-39,🔵,47.78%
285,I__285.jpg,"Yee Fu, Tai Po","怡富, 大埔区",22.454,114.176,P-06,🟡,70.86%
286,I__286.jpg,"Nam Cheong Central, Sham Shui Po","南昌中, 深水埗区",22.33,114.161,F-07,🔵,48.40%
287,I__287.jpg,"Lok Tsui, Tuen Mun","樂翠, 屯门区",22.39,113.934,L-20,🟡,58.87%
288,I__288.jpg,"Wu King, Tuen Mun","湖景, 屯门区",22.376,113.965,L-17,🟡,67.83%
289,I__289.jpg,"Fanling Town, North","粉嶺市, 北区",22.498,114.139,N-02,🟡,56.57%
290,I__290.jpg,"Tsim Sha Tsui Central, Yau Tsim Mong","尖沙咀中, 油尖旺区",22.302,114.175,E-20,🟡,56.78%
291,I__291.jpg,"Ching Ho, North","清河, 北区",22.493,114.127,N-09,🟡,53.83%
292,I__292.jpg,"Hok Yuen Laguna Verde, Kowloon City","鶴園海逸, 九龙城区",22.31,114.191,G-18,🟡,52.63%
293,I__293.jpg,"City Garden, Eastern","城市花園, 東區",22.29,114.192,C-18,🟡,47.13%
294,I__294.jpg,"Yau Yat Tsuen, Sham Shui Po","又一村, 深水埗区",22.339,114.171,F-24,🟡,50.98%
295,I__295.jpg,"South Horizons West, Southern","海怡西, 南区",22.244,114.146,D-07,🟡,56.27%
296,I__296.jpg,"Kwong Tak, Sai Kung","廣德, 观塘区",22.308,114.24,J-17,🔵,48.94%
297,I__297.jpg,"Nam Cheong East, Sham Shui Po","南昌東, 深水埗区",22.33,114.166,F-05,🟡,60.99%
298,I__298.jpg,"Kwai Chung Estate North, Kwai Tsing","葵涌邨北, 葵青区",22.369,114.129,S-07,🟡,57.86%
299,I__299.jpg,"Hau Tak, Sai Kung","厚德, 西贡区",22.318,114.265,Q-23,🟡,59.44%
300,I__300.jpg,"Jordan Valley, Kwun Tong","佐敦谷, 观塘区",22.328,114.218,J-07,🔵,49.08%
301,I__301.jpg,"Tsui Tak, Eastern","翠德, 東區",22.264,114.239,C-33,🟡,53.41%
302,I__302.jpg,"Wo Che Estate, Sha Tin","禾輋邨, 沙田区",22.388,114.196,R-03,🟡,59.09%
303,I__303.jpg,"Sau Mau Ping Central, Kwun Tong","秀茂坪中, 观塘区",22.318,114.234,J-13,🔵,48.11%
304,I__304.jpg,"Lantau, Islands","大嶼山, 离岛区",22.253,113.933,T-01,🔵,48.02%
305,I__305.jpg,"Shing Yan, Yuen Long","盛欣, 元朗区",22.447,114.003,M-17,🟡,57.58%
306,I__306.jpg,"Tung Wah, Central & Western","東華, 中西區",22.285,114.148,A-13,🟡,60.84%
307,I__307.jpg,"Yue Shing, Sha Tin","愉城, 沙田区",22.385,114.204,R-05,🟡,62.28%
308,I__308.jpg,"Yuen Long Tung Tau, Yuen Long","元朗東頭, 元朗区",22.45,114.029,M-09,🟡,59.56%
309,I__309.jpg,"Ka Wai, Kowloon City","家維, 九龙城区",22.309,114.187,G-23,🟡,51.81%
310,I__310.jpg,"Fung Cheung, Yuen Long","鳳翔, 元朗区",22.441,114.033,M-03,🟡,61.02%
311,I__311.jpg,"Healthy Village, Eastern","健康村, 東區",22.291,114.206,C-23,🟡,53.24%
312,I__312.jpg,"Hong Lok, Kwun Tong","康樂, 观塘区",22.318,114.221,J-36,🟡,57.80%
313,I__313.jpg,"Wan Tau Tong, Tai Po","運頭塘, 大埔区",22.442,114.167,P-11,🟡,60.60%
314,I__314.jpg,"Cheung Hong, Kwai Tsing","長康, 葵青区",22.349,114.102,S-26,🔵,46.25%
315,I__315.jpg,"Upper Yiu Tung, Eastern","上耀東, 東區",22.277,114.222,C-30,🟡,52.78%
316,I__316.jpg,"Yu Yan, Sha Tin","愉欣, 沙田区",22.382,114.235,R-37,🟡,56.73%
317,I__317.jpg,"Cho Yiu, Kwai Tsing","祖堯, 葵青区",22.346,114.131,S-18,🟡,51.48%
318,I__318.jpg,"Fu Kwan, Sai Kung","富君, 西贡区",22.309,114.26,Q-12,🟡,61.31%
319,I__319.jpg,"Shui Pin, Yuen Long","水邊, 元朗区",22.441,114.019,M-06,🟡,52.85%
320,I__320.jpg,"San Tin, Yuen Long","新田, 元朗区",22.489,114.077,M-36,🔵,44.08%
321,I__321.jpg,"Kwong Fuk & Plover Cove, Tai Po","廣福及寶湖, 大埔区",22.45,114.172,P-08,🟡,57.06%
322,I__322.jpg,"Yiu Yau, Yuen Long","耀祐, 元朗区",22.453,114.004,M-20,🟡,62.23%
323,I__323.jpg,"Discovery Park, Tsuen Wan","愉景, 荃湾区",22.375,114.113,K-08,🟡,54.18%
324,I__324.jpg,"Shek Tong Tsui, Central & Western","石塘咀, 中西區",22.289,114.135,A-10,🟡,55.27%
325,I__325.jpg,"Fu Lung, Sha Tin","富龍, 沙田区",22.425,114.237,R-31,🟡,62.83%
326,I__326.jpg,"Lai Chi Kok Central, Sham Shui Po","荔枝角中, 深水埗区",22.335,114.148,F-13,🟡,63.54%
327,I__327.jpg,"Ping Shan South, Yuen Long","屏山南, 元朗区",22.43,114.009,M-13,🟡,53.26%
328,I__328.jpg,"Kadoorie, Kowloon City","嘉道理, 九龙城区",22.323,114.175,G-08,🟡,63.52%
329,I__329.jpg,"Lung Sing, Wong Tai Sin","龍星, 黄大仙区",22.342,114.203,H-06,🟡,65.77%
330,I__330.jpg,"Shui Oi, Yuen Long","瑞愛, 元朗区",22.455,113.997,M-23,🟡,53.73%
331,I__331.jpg,"Tin Heng, Yuen Long","天恒, 元朗区",22.472,114.001,M-32,🟡,61.59%
332,I__332.jpg,"Shek Wai Kok, Tsuen Wan","石圍角, 荃湾区",22.399,114.146,K-17,🔵,47.86%
333,I__333.jpg,"Lei Cheng Uk, Sham Shui Po","李鄭屋, 深水埗区",22.339,114.16,F-21,🟡,61.26%
334,I__334.jpg,"Yat Tung Estate North, Islands","逸東邨北, 离岛区",22.282,113.937,T-03,🟡,61.80%
335,I__335.jpg,"Luk Yeung, Tsuen Wan","綠楊, 荃湾区",22.374,114.119,K-10,🟡,56.68%
336,I__336.jpg,"Sai Wan, Central & Western","西環, 中西區",22.284,114.13,A-08,🟡,56.48%
337,I__337.jpg,"Castle Road, Central & Western","衛城, 中西區",22.281,114.148,A-03,🟡,51.05%
338,I__338.jpg,"Hin Ka, Sha Tin","顯嘉, 沙田区",22.351,114.174,R-14,🟡,60.64%
339,I__339.jpg,"Yu Tai, North","御太, 北区",22.488,114.12,N-10,🟡,53.12%
340,I__340.jpg,"Ping Shan Central, Yuen Long","屏山中, 元朗区",22.453,114.017,M-16,🟡,51.94%
341,I__341.jpg,"Hing Tsak, Tuen Mun","興澤, 屯门区",22.404,113.973,L-10,🟡,52.95%
342,I__342.jpg,"Yeung Uk Road, Tsuen Wan","楊屋道, 荃湾区",22.367,114.119,K-02,🟡,50.60%
343,I__343.jpg,"Kowloon Station, Yau Tsim Mong","九龍站, 油尖旺区",22.305,114.16,E-02,🔵,47.53%
344,I__344.jpg,"Siu Hei, Tuen Mun","兆禧, 屯门区",22.373,113.97,L-16,🟡,68.51%
345,I__345.jpg,"Yan Ying, Sai Kung","欣英, 西贡区",22.324,114.258,Q-19,🟡,63.81%
346,I__346.jpg,"Ping Shan North, Yuen Long","屏山北, 元朗区",22.47,114.02,M-34,🔵,49.98%
347,I__347.jpg,"Tsui Wan, Eastern","翠灣, 東區",22.27,114.246,C-09,🟡,55.63%
348,I__348.jpg,"Lower Shing Mun, Sha Tin","下城門, 沙田区",22.361,114.158,R-15,🟡,55.49%
349,I__349.jpg,"Nam Cheong North, Sham Shui Po","南昌北, 深水埗区",22.332,114.163,F-03,🟡,54.89%
350,I__350.jpg,"Whampoa East, Kowloon City","黃埔東, 九龙城区",22.303,114.191,G-19,🟡,57.66%
351,I__351.jpg,"Aberdeen, Southern","香港仔, 南区",22.248,114.155,D-01,🟡,62.11%
352,I__352.jpg,"Charming, Yau Tsim Mong","富榮, 油尖旺区",22.314,114.164,E-05,🟡,54.75%
353,I__353.jpg,"To Kwa Wan South, Kowloon City","土瓜灣南, 九龙城区",22.313,114.188,G-17,🟡,53.64%
354,I__354.jpg,"Wong Chuk Hang, Southern","黃竹坑, 南区",22.251,114.165,D-15,🟡,57.93%
355,I__355.jpg,"Kennedy Town & Mount Davis, Central & Western","堅摩, 中西區",22.278,114.122,A-07,🟡,59.45%
356,I__356.jpg,"Lei Tung I, Southern","利東一, 南区",22.236,114.159,D-04,🟡,63.20%
357,I__357.jpg,"Quarry Bay, Eastern","鰂魚涌, 東區",22.289,114.212,C-24,🟡,55.37%
358,I__358.jpg,"Chung Ting, Tai Po","頌汀, 大埔区",22.452,114.168,P-02,🟡,64.02%
359,I__359.jpg,"Stanley & Shek O, Southern","赤柱及石澳, 南区",22.23,114.246,D-17,🟡,49.86%
360,I__360.jpg,"Nam Ping, Yuen Long","南屏, 元朗区",22.448,114.024,M-07,🟡,62.59%
361,I__361.jpg,"Tung Mei, Wong Tai Sin","東美, 黄大仙区",22.336,114.193,H-09,🟡,67.72%
362,I__362.jpg,"King Tin, Kwun Tong","景田, 观塘区",22.309,114.233,J-28,🟡,61.58%
363,I__363.jpg,"Fairview Park, Yuen Long","錦綉花園, 元朗区",22.487,114.035,M-35,🟡,55.41%
364,I__364.jpg,"Yau Tong East, Kwun Tong","油塘東, 观塘区",22.295,114.242,J-23,🟡,50.21%
365,I__365.jpg,"Tin King, Tuen Mun","田景, 屯门区",22.406,113.966,L-24,🟡,61.98%
366,I__366.jpg,"Choi Wan East, Wong Tai Sin","彩雲東, 黄大仙区",22.337,114.219,H-21,🟡,51.77%
367,I__367.jpg,"Wang Fuk, Tai Po","宏福, 大埔区",22.433,114.202,P-09,🟡,56.73%
368,I__368.jpg,"Cheung Shek, Tsuen Wan","象石, 荃湾区",22.382,114.125,K-16,🟡,54.48%
369,I__369.jpg,"Ma Hang Chung, Kowloon City","馬坑涌, 九龙城区",22.321,114.191,G-03,🟡,61.14%
370,I__370.jpg,"City One, Sha Tin","第一城, 沙田区",22.388,114.203,R-04,🟡,65%
371,I__371.jpg,"Cheung Wah, North","祥華, 北区",22.493,114.141,N-03,🟡,68.51%
372,I__372.jpg,"Tai Pak Tin East, Kwai Tsing","大白田東, 葵青区",22.368,114.141,S-10,🟡,53.92%
373,I__373.jpg,"Chung Wah, Yuen Long","頌華, 元朗区",22.46,113.998,M-25,🟡,57.72%
374,I__374.jpg,"Heng Fa Chuen, Eastern","杏花邨, 東區",22.276,114.24,C-08,🟡,56.41%
375,I__375.jpg,"Oi Chun, Kowloon City","愛俊, 九龙城区",22.314,114.178,G-25,🔵,46.52%
376,I__376.jpg,"Cheung Chau, Islands","長洲, 离岛区",22.204,114.036,T-10,🟡,61.40%
377,I__377.jpg,"Sau Mau Ping North, Kwun Tong","秀茂坪北, 观塘区",22.323,114.228,J-12,🟡,60.90%
378,I__378.jpg,"Shap Pat Heung West, Yuen Long","十八鄉西, 元朗区",22.416,114.025,M-12,🟡,49.76%
379,I__379.jpg,"Lei King Wan, Eastern","鯉景灣, 東區",22.285,114.223,C-03,🟡,57.22%
380,I__380.jpg,"Mei Foo North, Sham Shui Po","美孚北, 深水埗区",22.34,114.138,F-17,🟡,62.05%
381,I__381.jpg,"Southorn, Wan Chai","修頓, 灣仔區",22.271,114.17,B-12,🔵,48%
382,I__382.jpg,"Tsz Wan West, Wong Tai Sin","慈雲西, 黄大仙区",22.348,114.198,H-16,🟡,57.91%
383,I__383.jpg,"Hing Tin, Kwun Tong","興田, 观塘区",22.314,114.24,J-18,🟡,58.17%
384,I__384.jpg,"Choi Tak, Kwun Tong","彩德, 观塘区",22.331,114.216,J-06,🔵,42.79%
385,I__385.jpg,"Tai Po Hui, Tai Po","大埔墟, 大埔区",22.447,114.168,P-01,🟡,56.66%
386,I__386.jpg,"Po Lam, Sai Kung","寶林, 西贡区",22.326,114.254,Q-18,🟡,57.60%
387,I__387.jpg,"Siu Chi, Tuen Mun","兆置, 屯门区",22.386,113.981,L-02,🟡,78.13%
388,I__388.jpg,"Fu Ming Sun, Tai Po","富明新, 大埔区",22.452,114.174,P-07,🟡,70.42%
389,I__389.jpg,"Kin Ming, Sai Kung","健明, 西贡区",22.306,114.25,Q-07,🟡,73.49%
390,I__390.jpg,"Heng On, Sha Tin","恆安, 沙田区",22.417,114.229,R-34,🟡,63.22%
391,I__391.jpg,"Choi Wan West, Wong Tai Sin","彩雲西, 黄大仙区",22.336,114.213,H-23,🟡,54.39%
392,I__392.jpg,"Shing Fuk, North","盛福, 北区",22.493,114.135,N-08,🔵,58.10%
393,I__393.jpg,"Shuen Wan, Tai Po","船灣, 大埔区",22.478,114.25,P-18,🟡,50.99%
394,I__394.jpg,"Tin Keung, Wong Tai Sin","天強, 黄大仙区",22.341,114.184,H-12,🟡,59.98%
395,I__395.jpg,"Tai Po Central, Tai Po","大埔中, 大埔区",22.452,114.17,P-03,🟡,54.70%
396,I__396.jpg,"Discovery Bay, Islands","愉景灣, 离岛区",22.299,114.008,T-07,🟡,64.67%
397,I__397.jpg,"On Yam, Kwai Tsing","安蔭, 葵青区",22.377,114.142,S-11,🟡,52.01%
398,I__398.jpg,"Jordan West, Yau Tsim Mong","佐敦西, 油尖旺区",22.308,114.164,E-03,🟡,53.84%
399,I__399.jpg,"Tsuen Wan Rural, Tsuen Wan","荃灣郊區, 荃湾区",22.371,114.044,K-12,⚪,39.74%
400,I__400.jpg,"Lower Ngau Tau Kok Estate, Kwun Tong","牛頭角下邨, 观塘区",22.323,114.216,J-39,🟡,51.68%
401,I__401.jpg,"San King, Tuen Mun","新景, 屯门区",22.402,113.959,L-22,🟡,69.72%
402,I__402.jpg,"Tai Koo Shing West, Eastern","太古城西, 東區",22.288,114.216,C-01,🟡,62.87%
403,I__403.jpg,"Tai Pak Tin West, Kwai Tsing","大白田西, 葵青区",22.367,114.137,S-09,🔵,51.97%
404,I__404.jpg,"Kam Tin, Yuen Long","錦田, 元朗区",22.447,114.061,M-37,🟡,52.84%
405,I__405.jpg,"Do Shin, Sai Kung","都善, 西贡区",22.304,114.251,Q-08,⚪,50.95%
406,I__406.jpg,"Hing Man, Eastern","興民, 東區",22.269,114.228,C-31,🟡,51.44%
407,I__407.jpg,"Tai Po Kau, Tai Po","大埔滘, 大埔区",22.428,114.171,P-10,🟡,53.55%
408,I__408.jpg,"Sha Kok, Sha Tin","沙角, 沙田区",22.379,114.194,R-07,🟡,59.82%
409,I__409.jpg,"Fo Tan, Sha Tin","火炭, 沙田区",22.41,114.189,R-23,🟡,56.65%
410,I__410.jpg,"Cherry, Yau Tsim Mong","櫻桃, 油尖旺区",22.319,114.165,E-09,🔵,46.58%
411,I__411.jpg,"Tai Yuen, Tai Po","大元, 大埔区",22.456,114.169,P-04,🟡,57.81%
412,I__412.jpg,"Shap Pat Heung Central, Yuen Long","十八鄉中, 元朗区",22.438,114.025,M-05,🟡,60.57%
413,I__413.jpg,"Keng Hau, Sha Tin","徑口, 沙田区",22.364,114.174,R-17,🟡,60.11%
414,I__414.jpg,"Pak Nga, Kwun Tong","栢雅, 观塘区",22.302,114.239,J-21,🟡,56.38%
415,I__415.jpg,"Bik Woo, Sha Tin","碧湖, 沙田区",22.392,114.207,R-39,🟡,55.32%
416,I__416.jpg,"Lee On, Sha Tin","利安, 沙田区",22.426,114.245,R-30,🟡,65.61%
417,I__417.jpg,"Kwai Fong, Kwai Tsing","葵芳, 葵青区",22.36,114.132,S-14,🟡,62.83%
418,I__418.jpg,"Sheung Shun, Kwun Tong","雙順, 观塘区",22.333,114.224,J-09,🔵,36.86%
419,I__419.jpg,"Hung Hom, Kowloon City","紅磡, 九龙城区",22.307,114.184,G-22,🔵,46.14%
420,I__420.jpg,"Sai Wan Ho, Eastern","西灣河, 東區",22.282,114.223,C-04,🟡,63.08%
421,I__421.jpg,"Lung Ha, Wong Tai Sin","龍下, 黄大仙区",22.338,114.197,H-02,🟡,66.72%
422,I__422.jpg,"Hoi Sham, Kowloon City","海心, 九龙城区",22.317,114.193,G-15,🔵,49.78%
423,I__423.jpg,"To Kwa Wan North, Kowloon City","土瓜灣北, 九龙城区",22.315,114.189,G-16,🔵,44.98%
424,I__424.jpg,"Ha Pak Tin, Sham Shui Po","下白田, 深水埗区",22.336,114.167,F-23,⚪,8.46%
425,I__425.jpg,"Tuen Mun Town Centre, Tuen Mun","屯門市中心, 屯门区",22.393,113.977,L-01,🟡,63.19%
426,I__426.jpg,"Wan Hang, Sai Kung","運亨, 西贡区",22.319,114.258,Q-21,🟡,65.16%
427,I__427.jpg,"Chui Ka, Sha Tin","翠嘉, 沙田区",22.372,114.181,R-19,🟡,58.68%
428,I__428.jpg,"Yue Wan, Eastern","漁灣, 東區",22.264,114.243,C-34,🟡,59.46%
429,I__429.jpg,"Chung On, Sha Tin","頌安, 沙田区",22.421,114.229,R-26,🟡,60.92%
430,I__430.jpg,"Cheung Hang, Kwai Tsing","長亨, 葵青区",22.359,114.09,S-29,🔵,46.52%
431,I__431.jpg,"Canal Road, Wan Chai","鵝頸, 灣仔區",22.281,114.181,B-03,🟡,57.76%
432,I__432.jpg,"Bays Area, Southern","海灣, 南区",22.239,114.191,D-16,🔵,30.01%
433,I__433.jpg,"Lok Fu, Wong Tai Sin","樂富, 黄大仙区",22.337,114.188,H-10,🟡,55.53%
434,I__434.jpg,"Po Lok, Kwun Tong","寶樂, 观塘区",22.317,114.228,J-31,🟡,64.38%
435,I__435.jpg,"Tak Ming, Sai Kung","德明, 西贡区",22.315,114.268,Q-25,🟡,56.24%
436,I__436.jpg,"Olympic, Yau Tsim Mong","奧運, 油尖旺区",22.32,114.156,E-08,🟡,58.13%
437,I__437.jpg,"Hung Fuk, Yuen Long","洪福, 元朗区",22.437,113.997,M-14,🟡,51.44%
438,I__438.jpg,"Tsing Yi Estate, Kwai Tsing","青衣邨, 葵青区",22.353,114.105,S-23,🟡,59.68%
439,I__439.jpg,"Po Yee, Sai Kung","寶怡, 西贡区",22.307,114.263,Q-11,🟡,60.11%
440,I__440.jpg,"King Lam, Sai Kung","景林, 西贡区",22.32,114.261,Q-22,🟡,60.98%
441,I__441.jpg,"Fu Tai, Tuen Mun","富泰, 屯门区",22.414,113.989,L-30,🟡,61.76%
442,I__442.jpg,"Tsui Ping, Kwun Tong","翠屏, 观塘区",22.313,114.234,J-29,🟡,52.37%
443,I__443.jpg,"Lung Tsui, Wong Tai Sin","龍趣, 黄大仙区",22.34,114.197,H-01,🟡,52.34%
444,I__444.jpg,"Choi Yuen, North","彩園, 北区",22.501,114.125,N-12,🟡,55.23%
445,I__445.jpg,"Pok Hong, Sha Tin","博康, 沙田区",22.376,114.196,R-08,🟡,73.61%
446,I__446.jpg,"Queen's Hill, North","皇后山, 北区",22.504,114.166,N-18,🟡,53.28%
447,I__447.jpg,"Wah Ming, North","華明, 北区",22.484,114.141,N-05,🟡,63.89%
448,I__448.jpg,"Kwun Lung, Central & Western","觀龍, 中西區",22.279,114.129,A-06,🟡,52.88%
449,I__449.jpg,"Hoi Chun, Sai Kung","海晉, 西贡区",22.304,114.26,Q-10,🟡,59.37%
450,I__450.jpg,"Yan Shing, North","欣盛, 北区",22.478,114.138,N-06,🟡,57.84%
451,I__451.jpg,"Kam To, Sha Tin","錦濤, 沙田区",22.423,114.225,R-27,🟡,60.01%
452,I__452.jpg,"Peng Chau & Hei Ling Chau, Islands","坪洲及喜靈洲, 离岛区",22.25,114.043,T-08,🔵,42.17%
